comp_id,begin,end,COGS,amort,curr_assets,curr_liab,extra_exp,extra_inc,extra_profit_loss,finished_prod,fixed_assets,inc_bef_tax,intang_assets,inventories,liq_assets,material_exp,net_dom_sales,net_exp_sales,personnel_exp,profit_loss_year,sales,share_eq,subscribed_cap,tang_assets,wages,D,balsheet_flag,balsheet_length,balsheet_notfullyear,year,founded_year,exit_year,ceo_count,foreign,female,birth_year,inoffice_days,gender,origin,nace_main,ind2,ind,urban_m,region_m,founded_date,exit_date,labor_avg
1.8046E+11,1/1/2016,12/31/2016,NA,1218.518555,54548.14844,11329.62988,NA,NA,NA,NA,1714.814819,31677.77734,0,0,41329.62891,65648.14844,NA,NA,26044.44531,NA,125970.3672,44603.70313,11111.11133,1714.814819,NA,NA,0,365,0,2016,2007,NA,1,0,0,1970,3471,male,Domestic,2651,26,2,1,Central,6/6/2007,NA,0.430555552
1.8068E+11,1/1/2016,12/31/2016,NA,48529.62891,863918.5,325503.7188,NA,NA,NA,NA,1540666.625,4181.481445,792.5925903,2881.481445,67922.21875,403055.5625,NA,NA,502025.9375,NA,952822.25,1195718.5,851555.5625,1539874.125,NA,NA,0,365,0,2016,NA,NA,NA,NA,NA,NA,NA,,,5520,55,3,2,East,3/17/1989,NA,3.277777672
1.8074E+11,1/1/2016,12/31/2016,NA,5322.222168,9092.592773,27462.96289,NA,NA,NA,NA,12981.48145,-481.4814758,0,0,1481.481445,69333.33594,NA,NA,25403.70313,NA,96837.03906,-8011.111328,11111.11133,12981.48145,NA,NA,0,365,0,2016,2005,NA,2,0,1,1949,1443,female,Domestic,5610,56,3,3,East,5/5/2005,NA,0.256944448
1.80784E+11,1/1/2016,12/31/2016,NA,5766.666504,67500,34714.81641,NA,NA,NA,NA,26562.96289,37125.92578,177.777771,10633.33301,12825.92578,287007.4063,NA,NA,63262.96484,NA,398825.9375,49303.70313,11111.11133,26385.18555,NA,NA,0,365,0,2016,2011,NA,1,0,0,1970,1937,male,Domestic,5610,56,3,3,Central,9/12/2011,NA,0.541666687
1.808E+11,1/1/2016,12/31/2016,NA,32681.48242,92433.33594,21211.11133,NA,NA,NA,NA,464011.125,51607.40625,37.0370369,28492.5918,41344.44531,176014.8125,NA,NA,144800,NA,411018.5313,333318.5313,14814.81445,463974.0625,NA,NA,0,365,0,2016,2003,NA,1,0,0,1937,4920,male,Domestic,2812,28,2,2,West,6/17/2003,NA,0.847222209
1.80914E+11,1/1/2016,12/31/2016,NA,2666.666748,2922.222168,17188.88867,NA,NA,NA,NA,4692.592773,2674.073975,0,0,577.777771,44122.22266,NA,NA,21400,NA,73074.07031,-9574.074219,370.3703613,4692.592773,NA,NA,0,365,0,2016,2001,NA,1,0,0,1979,5498,male,Domestic,5610,56,3,3,Central,12/2/2001,NA,0.083333336
1.80939E+11,1/1/2016,12/31/2016,NA,9914.814453,34703.70313,188.8888855,NA,NA,NA,NA,33300,1666.666626,0,0,19748.14844,36566.66797,NA,NA,13600,NA,79425.92969,67814.8125,11111.11133,33300,NA,NA,0,365,0,2016,2002,NA,1,0,0,1959,5372,male,Domestic,3320,33,2,3,Central,3/25/2002,NA,0.166666672
1.80956E+11,1/1/2016,12/31/2016,NA,7903.703613,53992.59375,108096.2969,NA,NA,NA,NA,90796.29688,2266.666748,0,27822.22266,25996.29688,253537.0313,NA,NA,96818.51563,NA,363681.4688,29948.14844,11111.11133,90796.29688,NA,NA,0,365,0,2016,1993,NA,2,0,0,1967.5,4060,male,Domestic,5610,56,3,3,East,8/15/1993,NA,1.097222209
1.81109E+11,1/1/2016,12/31/2016,NA,5885.185059,220296.2969,5100,NA,NA,NA,NA,20233.33398,33129.62891,0,0,123062.9609,75940.74219,NA,NA,26896.29688,NA,147766.6719,235585.1875,11111.11133,20233.33398,NA,NA,0,365,0,2016,1998,NA,1,1,0,NA,3482,male,Foreign,3011,30,1,1,Central,5/25/1998,NA,0.479166657
1.8115E+11,1/1/2016,12/31/2016,NA,344674.0625,1039788.875,592196.3125,NA,NA,NA,NA,1196185.125,88074.07031,0,394985.1875,256133.3281,1214670.375,NA,NA,46788.89063,NA,1738574.125,704611.125,11111.11133,1196185.125,NA,NA,0,365,0,2016,2006,NA,1,0,0,1968,2915,male,Domestic,2822,28,2,1,Central,3/26/2006,NA,0.583333313
1.81175E+11,1/1/2016,12/31/2016,NA,26666.66602,183448.1406,124377.7813,NA,NA,NA,NA,166562.9688,106859.2578,425.9259338,4811.111328,158051.8594,165588.8906,NA,NA,61196.29688,NA,361637.0313,180181.4844,11111.11133,108940.7422,NA,NA,0,365,0,2016,2005,NA,1,0,0,1975,3037,male,Domestic,2899,28,2,1,Central,1/31/2005,NA,0.333333343
1.81187E+11,1/1/2016,12/31/2016,NA,518.5184937,13985.18555,59666.66797,NA,NA,NA,NA,318.5185242,23362.96289,0,0,448.1481628,77577.78125,NA,NA,35814.81641,NA,138777.7813,-45585.18359,55.55555725,318.5185242,NA,NA,0,365,0,2016,1993,NA,1,0,0,1952,823,male,Domestic,2829,28,2,1,Central,8/3/1993,NA,0.402777791
1.81201E+11,1/1/2016,12/31/2016,NA,5729.629395,18.51851845,10674.07422,NA,NA,NA,NA,21966.66602,392.5925903,21966.66602,0,18.51851845,0,NA,NA,0,NA,0,-1281.481445,11111.11133,0,NA,NA,0,365,0,2016,2011,NA,2,0,0,1980.5,2035,male,Domestic,5610,56,3,1,Central,6/5/2011,NA,0
1.81212E+11,1/1/2016,12/31/2016,NA,674.0740967,10203.7041,6744.444336,NA,NA,NA,NA,1529.629639,3422.222168,170.3703766,6325.925781,1818.518555,72314.8125,NA,NA,20133.33398,NA,97455.55469,3444.444336,11111.11133,1359.259277,NA,NA,0,365,0,2016,1990,NA,1,0,0,1975,3478,male,Domestic,5610,56,3,1,Central,8/20/1990,NA,0.513888896
1.81243E+11,1/1/2016,12/31/2016,NA,2122.222168,6762.962891,5166.666504,NA,NA,NA,NA,74585.1875,4551.852051,0,3737.037109,2048.148193,123192.5938,NA,NA,42844.44531,NA,118540.7422,8362.962891,11111.11133,74585.1875,NA,NA,0,365,0,2016,2007,NA,1,0,0,1943,3478,male,Domestic,5610,56,3,1,Central,6/18/2007,NA,0.875
1.81321E+11,1/1/2016,12/31/2016,NA,9748.148438,72540.74219,44703.70313,NA,NA,NA,NA,345800,1225.925903,0,2648.148193,5181.481445,142029.625,NA,NA,126255.5469,NA,280725.9375,373422.2188,44444.44531,326740.75,NA,NA,0,365,0,2016,1994,NA,1,0,0,1950,8144,male,Domestic,2611,26,2,2,Central,9/14/1994,NA,0.916666687
1.8145E+11,1/1/2016,12/31/2016,NA,148.1481476,35151.85156,23581.48242,NA,NA,NA,NA,255.5555573,440.7407532,0,3774.073975,15296.2959,90914.8125,NA,NA,21437.03711,NA,95207.40625,11825.92578,11111.11133,255.5555573,NA,NA,0,365,0,2016,2012,NA,1,0,0,1971,1545,male,Domestic,2825,28,2,1,Central,9/25/2012,NA,0.333333343
1.81466E+11,1/1/2016,12/31/2016,NA,467433.3438,18067404,6671466.5,NA,NA,NA,NA,4314548,1275377.75,154181.4844,3163822.25,8192807.5,13143130,NA,NA,3355359.25,NA,15311833,12099367,185185.1875,4005729.75,NA,NA,0,365,0,2016,1990,NA,2,0,0.5,1967,573,mix,Domestic,2829,28,2,2,West,1/14/1990,NA,10.69444466
1.81596E+11,1/1/2016,12/31/2016,NA,2707.407471,2662.962891,10122.22266,NA,NA,NA,NA,18940.74023,2218.518555,0,1711.111084,851.8518677,82162.96094,NA,NA,19070.37109,NA,99622.21875,11481.48145,11111.11133,18940.74023,NA,NA,0,365,0,2016,1993,NA,2,0.5,0,1969,2254.5,male,mix,5610,56,3,3,Central,2/28/1993,NA,0.381944448
1.81611E+11,1/1/2016,12/31/2016,NA,13666.66699,165496.2969,68937.03906,NA,NA,NA,NA,32581.48242,74125.92969,2025.925903,0,125700,616081.5,NA,NA,152337.0313,NA,911777.75,128403.7031,11111.11133,30555.55469,NA,NA,0,365,0,2016,2013,NA,1,0,0,1978,1097,male,Domestic,5520,55,3,1,Central,3/12/2013,NA,1.354166627
1.81619E+11,1/1/2016,12/31/2016,NA,325.9259338,4696.296387,38707.40625,NA,NA,NA,NA,20459.25977,-13829.62988,0,2637.037109,174.0740814,54362.96484,NA,NA,6233.333496,NA,56314.81641,-13714.81445,3485.185303,20459.25977,NA,NA,0,365,0,2016,1998,NA,1,0,0,1965,6578,male,Domestic,5610,56,3,3,Central,4/27/1998,NA,0.083333336
1.81687E+11,1/1/2016,12/31/2016,NA,2403.703613,12948.14844,2929.629639,NA,NA,NA,NA,7622.222168,6837.037109,0,1903.703735,10129.62988,85237.03906,NA,NA,29070.37109,NA,125100,16325.92578,11111.11133,7622.222168,NA,NA,0,365,0,2016,2012,NA,1,0,0,1981,1712,male,Domestic,5630,56,3,3,East,4/7/2012,NA,0.493055552
1.81783E+11,1/1/2016,12/31/2016,NA,26240.74023,382762.9688,220085.1875,NA,NA,NA,NA,78948.14844,228200,0,173362.9688,20096.29688,1000888.875,NA,NA,407207.4063,NA,1686374.125,231318.5156,14814.81445,78948.14844,NA,NA,0,365,0,2016,2.00E+03,NA,1,1,0,NA,3263,male,Foreign,5610,56,3,1,Central,2/11/2000,NA,3.236111164
1.81818E+11,1/1/2016,12/31/2016,NA,2974.073975,50640.74219,23744.44531,NA,NA,NA,NA,18540.74023,30148.14844,0,5492.592773,29255.55469,67366.66406,NA,NA,29570.37109,NA,128233.3438,45437.03516,74.07407379,18540.74023,NA,NA,0,365,0,2016,1992,NA,1,0,1,1957,3405,female,Domestic,2711,27,2,3,Central,2/19/1992,NA,0.166666672
1.81895E+11,1/1/2016,12/31/2016,NA,10762.96289,193744.4375,76681.48438,NA,NA,NA,NA,71296.29688,12737.03711,0,72644.44531,92507.40625,196151.8594,NA,NA,159714.8125,NA,353866.6563,174033.3281,37037.03516,71296.29688,NA,NA,0,365,0,2016,2.00E+03,NA,2,0,0,1954,3818,male,Domestic,2829,28,2,2,West,5/10/2000,NA,1.215277791
1.8193E+11,1/1/2016,12/31/2016,NA,5485.185059,332133.3438,108048.1484,NA,NA,NA,NA,156111.1094,56700,0,69555.55469,23540.74023,235240.7344,NA,NA,33277.77734,NA,338781.4688,218525.9219,74074.07031,26148.14844,NA,NA,0,365,0,2016,1999,NA,2,0,0,1953.5,2410,male,Domestic,4799,47,NA,1,Central,6/30/1999,NA,0.25
1.81948E+11,1/1/2016,12/31/2016,NA,38596.29688,2743677.75,577314.8125,NA,NA,NA,NA,1004407.375,498151.8438,1003.703674,468344.4375,1045281.5,787337.0625,NA,NA,371907.4063,NA,1706792.625,3162703.75,11111.11133,989100,NA,NA,0,365,0,2016,1992,NA,2,0,0.5,1954.5,5956.5,mix,Domestic,3320,33,2,3,Central,12/1/1992,NA,4.506944656
1.81978E+11,1/1/2016,12/31/2016,NA,2533.333252,1277.777832,43059.25781,NA,NA,NA,NA,7281.481445,-16981.48242,0,0,418.5185242,31055.55469,NA,NA,8514.814453,NA,26540.74023,-45611.10938,11111.11133,7281.481445,NA,NA,0,365,0,2016,2012,NA,1,0,0,1960,1487,male,Domestic,5610,56,3,3,West,12/2/2012,NA,0.340277791
1.81995E+11,1/1/2016,12/31/2016,NA,4607.407227,192955.5625,107370.3672,NA,NA,NA,NA,10355.55566,1151.851807,0,51400,13759.25879,24511.11133,NA,NA,21911.11133,NA,51022.22266,98392.59375,11111.11133,10355.55566,NA,NA,0,365,0,2016,1991,NA,1,0,0,1947,2803,male,Domestic,2711,27,2,2,East,11/10/1991,NA,0.3125
1.8225E+11,1/1/2016,12/31/2016,NA,2596.296387,21637.03711,36055.55469,NA,NA,NA,NA,6937.037109,-15766.66699,0,20744.44531,892.5925903,48374.07422,NA,NA,32696.29688,NA,65944.44531,-32070.37109,1851.851807,6937.037109,NA,NA,0,365,0,2016,2011,NA,1,0,1,1970,1875,female,Domestic,5610,56,3,3,East,11/8/2011,NA,0.513888896
1.82296E+11,1/1/2016,12/31/2016,NA,10551.85156,407333.3438,1740.740723,NA,NA,NA,NA,402322.2188,-48522.22266,0,0,362866.6563,16929.62891,NA,NA,14103.7041,NA,0,603048.125,17111.11133,402322.2188,NA,NA,0,365,0,2016,2006,NA,1,0,0,1958,2049,male,Domestic,5510,55,3,3,Central,4/25/2006,NA,0.166666672
1.82341E+11,1/1/2016,12/31/2016,NA,1248.148193,22762.96289,47266.66797,NA,NA,NA,NA,4248.147949,4444.444336,0,22211.11133,3.703703642,127644.4531,NA,NA,21574.07422,NA,138929.625,-20255.55469,11111.11133,4248.147949,NA,NA,0,365,0,2016,2002,NA,2,0,0,1966,5358,male,Domestic,5610,56,3,3,Central,3/18/2002,NA,0.326388896
1.82354E+11,1/1/2016,12/31/2016,NA,13851.85156,20625.92578,26233.33398,NA,NA,NA,NA,117888.8906,-6337.037109,0,3759.259277,16696.29688,61466.66797,NA,NA,10096.2959,NA,78225.92969,8359.258789,11111.11133,117888.8906,NA,NA,0,365,0,2016,1992,NA,2,0,1,1957,788.5,female,Domestic,5610,56,3,3,West,12/1/1992,NA,0.174999997
1.82407E+11,1/1/2016,12/31/2016,NA,68470.36719,525807.4375,73307.40625,NA,NA,NA,NA,152511.1094,252659.2656,0,107388.8906,2833.333252,156062.9688,NA,NA,258233.3281,NA,687714.8125,563948.125,11111.11133,152511.1094,NA,NA,0,365,0,2016,1996,NA,2,0,0.5,1950,1989,mix,Domestic,3250,32,NA,2,East,12/31/1996,NA,1.583333373
1.82438E+11,1/1/2016,12/31/2016,NA,88.8888855,9844.444336,4218.518555,NA,NA,NA,NA,500,2166.666748,0,1003.703674,8840.741211,6.00E+04,NA,NA,42625.92578,NA,102055.5469,6125.925781,222.222229,500,NA,NA,0,365,0,2016,1996,NA,2,0,0,1962.5,2983,male,Domestic,5629,56,3,2,Central,3/26/1996,NA,0.458333313
1.82449E+11,1/1/2016,12/31/2016,NA,437.0370483,23429.62891,17155.55469,NA,NA,NA,NA,7988.888672,2374.073975,0,0,10074.07422,87085.1875,NA,NA,6218.518555,NA,96044.44531,16533.33398,5555.555664,7488.888672,NA,NA,0,365,0,2016,1996,NA,1,0,0,1969,7347,male,Domestic,2620,26,2,1,Central,11/19/1996,NA,0.090277784
1.82483E+11,1/1/2016,12/31/2016,NA,16751.85156,74477.78125,26725.92578,NA,NA,NA,NA,70511.10938,11570.37012,314.8148193,3437.037109,20685.18555,427681.4688,NA,NA,83133.33594,NA,504170.375,98903.70313,11111.11133,70196.29688,NA,NA,0,365,0,2016,2009,NA,1,0,1,1976,2586,female,Domestic,5610,56,3,2,East,12/1/2009,NA,0.895833373
1.82536E+11,1/1/2016,12/31/2016,NA,3111.111084,23137.03711,1811.111084,NA,NA,NA,NA,94392.59375,2422.222168,0,9811.111328,3166.666748,43748.14844,NA,NA,14588.88867,NA,65833.33594,115770.3672,24444.44531,94392.59375,NA,NA,0,365,0,2016,1997,NA,1,0,1,1950,3350,female,Domestic,5630,56,3,2,East,3/17/1997,NA,0.166666672
1.82574E+11,1/1/2016,12/31/2016,NA,0,52644.44531,1437.036987,NA,NA,NA,NA,0,69044.44531,0,0,49055.55469,851.8518677,NA,NA,7429.629395,NA,78200,51222.22266,11111.11133,0,NA,NA,0,365,0,2016,1998,NA,2,0,0,1958,6045,male,Domestic,6810,68,NA,3,Central,3/31/1998,NA,NA
1.82738E+11,1/1/2016,12/31/2016,NA,15311.11133,64837.03516,48292.59375,NA,NA,NA,NA,595911.125,39888.89063,2222.222168,37085.18359,11407.40723,202544.4375,NA,NA,166300,NA,414714.8125,463262.9688,148148.1406,593688.875,NA,NA,0,365,0,2016,1998,NA,1,0,0,1970,751,male,Domestic,5610,56,3,3,East,2/3/1998,NA,2.166666746
1.82792E+11,1/1/2016,12/31/2016,NA,1085.185181,95551.85156,25003.70313,NA,NA,NA,NA,5381.481445,14648.14844,0,10044.44434,64062.96484,782800,NA,NA,147362.9688,NA,944596.3125,62544.44531,11111.11133,5381.481445,NA,NA,0,365,0,2016,2003,NA,3,0,0,1952,3731.666748,male,Domestic,5610,56,3,1,Central,8/10/2003,NA,2.743055582
1.82886E+11,1/1/2016,12/31/2016,NA,0,27600,92.59259033,NA,NA,NA,NA,0,4292.592773,0,0,5088.888672,10051.85156,NA,NA,629.6296387,NA,14444.44434,27507.4082,11111.11133,0,NA,NA,0,365,0,2016,1995,NA,1,1,0,NA,755,male,Foreign,3312,33,2,3,West,6/15/1995,NA,0
1.82896E+11,1/1/2016,12/31/2016,NA,1166.666626,1918.518555,36929.62891,NA,NA,NA,NA,6325.925781,292.5925903,0,1207.407349,666.666687,94666.66406,NA,NA,2285.185303,NA,99418.51563,-28685.18555,1851.851807,6325.925781,NA,NA,0,365,0,2016,2009,NA,1,0,0,1974,2837,male,Domestic,5629,56,3,1,Central,3/15/2009,NA,0.083333336
1.82926E+11,1/1/2016,12/31/2016,NA,6029.629395,36866.66797,4070.370361,NA,NA,NA,NA,28222.22266,-6203.703613,0,0,35281.48047,26951.85156,NA,NA,29248.14844,NA,64962.96484,61396.29688,148.1481476,28222.22266,NA,NA,0,365,0,2016,1992,NA,1,0,0,1955,2089,male,Domestic,2651,26,2,3,Central,7/1/1992,NA,0.166666672
1.82936E+11,1/1/2016,12/31/2016,NA,251.8518524,11603.7041,3259.259277,NA,NA,NA,NA,1533.333374,577.777771,0,5481.481445,4159.259277,48396.29688,NA,NA,24418.51758,NA,75329.63281,9877.777344,11111.11133,1533.333374,NA,NA,0,365,0,2016,2003,NA,1,0,1,1956,5071,female,Domestic,5610,56,3,1,Central,2/6/2003,NA,0.569444418
1.82983E+11,1/1/2016,12/31/2016,NA,134629.625,121229.6328,429077.7813,NA,NA,NA,NA,696911.125,61485.18359,418.5185242,21155.55469,82088.89063,881785.1875,NA,NA,298159.25,NA,1348666.625,406588.875,11111.11133,696492.5625,NA,NA,0,365,0,2016,2001,NA,2,0,0.5,1973.5,3180,mix,Domestic,5629,56,3,3,Central,7/15/2001,NA,3.888888836
1.83004E+11,1/1/2016,12/31/2016,NA,1648.148193,16655.55469,4981.481445,NA,NA,NA,NA,15925.92578,4774.074219,0,2322.222168,6029.629395,70925.92969,NA,NA,42533.33203,NA,120781.4766,27340.74023,2592.592529,15925.92578,NA,NA,0,365,0,2016,1991,NA,2,0,1,1962.5,1249,female,Domestic,5610,56,3,2,Central,3/25/1991,NA,0.680555582
1.8302E+11,1/1/2016,12/31/2016,NA,63888.89063,2527418.5,191840.7344,NA,NA,NA,NA,1427451.875,880200,5759.259277,910614.8125,1093474.125,5882015,NA,NA,267596.2813,NA,7139696.5,3762226,11111.11133,1421692.625,NA,NA,0,365,0,2016,1999,NA,1,1,0,1965,6417,male,Foreign,2711,27,2,3,Central,5/20/1999,NA,1.284722209
1.83057E+11,1/1/2016,12/31/2016,NA,5555.555664,113888.8906,122640.7422,NA,NA,NA,NA,27577.77734,8570.370117,2351.851807,91448.14844,6251.852051,211885.1875,NA,NA,31170.37109,NA,258192.5938,18825.92578,11111.11133,25225.92578,NA,NA,0,365,0,2016,2009,NA,1,0,0,1973,2875,male,Domestic,5610,56,3,3,Central,2/12/2009,NA,1.215277791
1.83122E+11,1/1/2016,12/31/2016,NA,4544.444336,285851.8438,72655.55469,NA,NA,NA,NA,60392.59375,164303.7031,422.222229,35559.25781,195770.375,430014.8125,NA,NA,35633.33203,NA,650962.9375,274011.125,11111.11133,59970.37109,NA,NA,0,365,0,2016,2009,NA,1,0,0,NA,2861,male,Domestic,3312,33,2,3,Central,2/16/2009,NA,0.3125
1.83158E+11,1/1/2016,12/31/2016,NA,1314.814819,174429.625,237518.5156,NA,NA,NA,NA,94362.96094,18829.62891,0,3418.518555,7.30E+04,80274.07031,NA,NA,6077.777832,NA,111837.0391,29903.70313,11111.11133,94362.96094,NA,NA,0,365,0,2016,2002,NA,1,0,0,1957,3517,male,Domestic,2849,28,2,2,Central,2/28/2002,NA,0.083333336
1.83182E+11,1/1/2016,12/31/2016,NA,4822.222168,149581.4844,124081.4766,NA,NA,NA,NA,73344.44531,60918.51953,148.1481476,20022.22266,54114.81641,250574.0781,NA,NA,30788.88867,NA,381188.875,98970.36719,11111.11133,73196.29688,NA,NA,0,365,0,2016,1990,NA,1,0,0,1944,5211,male,Domestic,2829,28,2,1,Central,4/16/1990,NA,0.340277791
1.83188E+11,1/1/2016,12/31/2016,NA,6925.925781,14244.44434,20788.88867,NA,NA,NA,NA,94322.21875,803.7036743,66.66666412,555.555542,1800,30674.07422,NA,NA,70014.8125,NA,111655.5469,85007.40625,7407.407227,94255.55469,NA,NA,0,365,0,2016,1995,NA,1,0,0,1968,7743,male,Domestic,5590,55,3,2,West,10/20/1995,NA,0.736111104
1.83198E+11,1/1/2016,12/31/2016,NA,13322.22266,27600,243266.6719,NA,NA,NA,NA,194825.9219,-11862.96289,0,2892.592529,1792.592651,56966.66797,NA,NA,24144.44531,NA,63918.51953,-41503.70313,9262.962891,194825.9219,NA,NA,0,365,0,2016,2001,NA,1,0,0,1970,3009,male,Domestic,5510,55,3,3,East,10/29/2001,NA,0.097222224
1.83358E+11,1/1/2016,12/31/2016,NA,16566.66602,825014.8125,761540.75,NA,NA,NA,NA,542040.75,76103.70313,0,416551.8438,8718.518555,1085603.75,NA,NA,60918.51953,NA,1211985.125,341292.5938,2.00E+05,542040.75,NA,NA,0,365,0,2016,1990,NA,2,0,0,1959.5,2331,male,Domestic,2651,26,2,1,Central,12/14/1990,NA,0.347222209
1.83394E+11,1/1/2016,12/31/2016,NA,5211.111328,69474.07031,54811.10938,NA,NA,NA,NA,5885.185059,551.8518677,0,0,37870.37109,34496.29688,NA,NA,21703.70313,NA,62833.33203,20548.14844,11111.11133,5885.185059,NA,NA,0,365,0,2016,2002,NA,1,0,0,1970,5218,male,Domestic,5610,56,3,1,Central,7/28/2002,NA,0.354166687
1.83403E+11,1/1/2016,12/31/2016,NA,1885.185181,29570.37109,1881.481445,NA,NA,NA,NA,7540.740723,9829.629883,0,2244.444336,11648.14844,169392.5938,NA,NA,65011.10938,NA,246811.1094,12037.03711,37.0370369,7540.740723,NA,NA,0,365,0,2016,1996,NA,1,0,0,1966,6112,male,Domestic,2829,28,2,3,Central,2/20/1996,NA,1.034722209
1.8347E+11,1/1/2016,12/31/2016,NA,5333.333496,48970.37109,5755.555664,NA,NA,NA,NA,23218.51758,38911.10938,670.3703613,40.74074173,42651.85156,14803.7041,NA,NA,36459.25781,NA,94040.74219,53237.03516,1851.851807,22548.14844,NA,NA,0,365,0,2016,2009,NA,1,0,0,1972,2742,male,Domestic,5630,56,3,1,Central,6/29/2009,NA,0.534722209
1.83493E+11,1/1/2016,12/31/2016,NA,18914.81445,232144.4375,410144.4375,NA,NA,NA,NA,254818.5156,2170.370361,870.3703613,53585.18359,95466.66406,167133.3281,NA,NA,111448.1484,NA,300748.1563,76818.51563,11111.11133,253948.1406,NA,NA,0,365,0,2016,2.00E+03,NA,1,1,0,1947,5892,male,Foreign,2893,28,2,2,East,9/19/2000,NA,1.159722209
1.83573E+11,1/1/2016,12/31/2016,NA,5296.296387,66114.8125,66011.10938,NA,NA,NA,NA,32896.29688,4037.037109,0,911.111084,5966.666504,31751.85156,NA,NA,17162.96289,NA,63588.89063,29055.55469,11111.11133,32896.29688,NA,NA,0,365,0,2016,2011,NA,1,0,1,1984,1035,female,Domestic,5630,56,3,2,East,1/18/2011,NA,0.263888896
1.83601E+11,1/1/2016,12/31/2016,NA,1500,27788.88867,4174.074219,NA,NA,NA,NA,3918.518555,9396.295898,0,0,27788.88867,69970.36719,NA,NA,16811.11133,NA,99281.48438,27655.55469,11111.11133,3918.518555,NA,NA,0,365,0,2016,2005,NA,1,0,0,1972,1286,male,Domestic,3320,33,2,3,Central,12/1/2005,NA,0.166666672
1.83609E+11,1/1/2016,12/31/2016,NA,8848.148438,62448.14844,2837.037109,NA,NA,NA,NA,41988.89063,10329.62988,0,2096.296387,49903.70313,43862.96484,NA,NA,32085.18555,NA,96981.48438,101600,66666.66406,41988.89063,NA,NA,0,365,0,2016,1996,NA,1,0,1,1943,394,female,Domestic,5510,55,3,3,Central,1/1/1996,NA,0.451388896
1.8368E+11,1/1/2016,12/31/2016,NA,3218.518555,21592.5918,7322.222168,NA,NA,NA,NA,10085.18555,-10370.37012,0,10033.33301,10492.59277,125762.9609,NA,NA,38477.77734,NA,155470.375,24540.74023,370.3703613,10085.18555,NA,NA,0,365,0,2016,2003,NA,1,0,0,1968,4803,male,Domestic,2751,27,2,3,West,11/2/2003,NA,0.166666672
1.83754E+11,1/1/2016,12/31/2016,NA,12240.74121,31159.25977,18448.14844,NA,NA,NA,NA,109688.8906,8492.592773,0,4888.888672,3351.851807,282762.9688,NA,NA,110222.2188,NA,406688.875,59437.03516,11111.11133,109688.8906,NA,NA,0,365,0,2016,1997,NA,1,1,0,NA,1436,male,Foreign,5610,56,3,3,Central,12/19/1997,NA,1.298611164
1.8377E+11,1/1/2016,12/31/2016,NA,62.9629631,4818.518555,1448.148193,NA,NA,NA,NA,292.5925903,-17603.70313,0,1288.888916,3166.666748,79222.21875,NA,NA,13759.25879,NA,76255.55469,-22262.96289,11111.11133,292.5925903,NA,NA,0,365,0,2016,2013,NA,1,0,0,1964,1325,male,Domestic,5610,56,3,1,Central,5/5/2013,NA,0.173611119
1.83822E+11,1/1/2016,12/31/2016,NA,30266.66602,296025.9375,72455.55469,NA,NA,NA,NA,267118.5313,9555.555664,0,50214.81641,126085.1875,429985.1875,NA,NA,315455.5625,NA,775996.3125,343937.0313,25925.92578,267118.5313,NA,NA,0,365,0,2016,1989,NA,1,0,0,1956,3517,male,Domestic,3092,30,1,3,Central,12/29/1989,NA,2.888888836
1.83851E+11,1/1/2016,12/31/2016,NA,12622.22266,12111.11133,42218.51953,NA,NA,NA,NA,209096.2969,-3833.333252,429.6296387,107.4074097,10785.18555,34185.18359,NA,NA,24362.96289,NA,69933.33594,177444.4375,11111.11133,208666.6719,NA,NA,0,365,0,2016,1996,NA,1,0,1,NA,3397,female,Domestic,5510,55,3,2,West,12/1/1996,NA,0.243055552
1.83858E+11,1/1/2016,12/31/2016,NA,11.11111069,2274.073975,25.92592621,NA,NA,NA,NA,0,-2340.740723,0,0,1974.074097,1114.814819,NA,NA,614.8148193,NA,244.4444427,2248.148193,11111.11133,0,NA,NA,0,365,0,2016,2013,NA,1,0,1,1961,1251,female,Domestic,5630,56,3,2,Central,7/17/2013,NA,0.025
1.83903E+11,1/1/2016,12/31/2016,NA,3418.518555,10829.62988,54896.29688,NA,NA,NA,NA,44329.62891,2118.518555,0,4840.740723,5896.296387,82481.48438,NA,NA,45825.92578,NA,133177.7813,262.9629517,28370.37109,44329.62891,NA,NA,0,365,0,2016,1990,NA,1,0,0,1954,2868,male,Domestic,5610,56,3,3,Central,1/31/1990,NA,0.638888896
1.83925E+11,1/1/2016,12/31/2016,NA,1337.036987,102840.7422,66518.51563,NA,NA,NA,NA,11207.40723,19185.18555,0,14051.85156,30037.03711,187911.1094,NA,NA,59707.40625,NA,266959.25,47107.40625,11111.11133,11207.40723,NA,NA,0,365,0,2016,2012,NA,1,0,0,1964,1397,male,Domestic,2893,28,2,2,East,7/11/2012,NA,0.458333343
1.84014E+11,1/1/2016,12/31/2016,NA,16107.40723,112618.5234,46062.96484,NA,NA,NA,NA,161559.2656,15303.7041,8607.407227,0,80229.63281,129048.1484,NA,NA,191425.9219,NA,359914.8125,161548.1406,1851.851807,152951.8594,NA,NA,0,365,0,2016,2010,NA,1,0,0,1975,2370,male,Domestic,2630,26,2,3,East,7/1/2010,NA,2.930555582
